date,session_id,user_id,source,medium,device_category,country,sessions,pageviews,bounce,session_duration_sec,transactions,revenue
2024-05-15,S102655,U6675,email,none,mobile,Australia,1,2,0,276,0,0.0
2024-04-15,S102656,U5181,facebook,cpc,mobile,United Kingdom,1,14,0,1377,0,0.0
2024-05-23,S102657,U3603,email,referral,tablet,India,1,9,0,1071,0,0.0
2024-03-12,S102658,U6961,linkedin,organic,tablet,Australia,1,10,0,437,0,0.0
2024-05-08,S102659,U2469,linkedin,referral,desktop,Canada,1,1,1,1464,2,20.0
2024-04-17,S102660,U1377,linkedin,none,mobile,Australia,1,2,0,154,0,0.0
2024-01-05,S102661,U2680,bing,organic,desktop,India,1,2,0,1373,0,0.0
2024-01-03,S102662,U6170,email,referral,desktop,India,1,13,0,182,0,0.0
2024-05-11,S102663,U1241,email,none,desktop,Canada,1,10,1,1634,0,0.0
2024-04-13,S102664,U1919,direct,cpc,desktop,Canada,1,7,1,687,0,0.0
2024-03-04,S102665,U6682,bing,none,mobile,United States,1,6,0,1610,0,0.0
2024-04-15,S102666,U7409,google,cpc,desktop,India,1,9,1,49,0,0.0
2024-04-07,S102667,U7855,google,organic,mobile,Canada,1,11,0,276,0,0.0
2024-01-10,S102668,U6367,google,none,mobile,India,1,7,0,1443,0,0.0
2024-05-28,S102669,U1069,google,email,mobile,United States,1,3,0,1400,0,0.0
2024-05-07,S102670,U4924,google,email,desktop,United Kingdom,1,3,0,1529,1,211.57
2024-02-15,S102671,U7200,instagram,email,desktop,India,1,1,0,1256,0,0.0
2024-06-03,S102672,U6501,linkedin,email,desktop,United States,1,8,1,1062,0,0.0
2024-03-06,S102673,U3086,bing,email,desktop,United States,1,1,1,1745,1,100.83
2024-06-17,S102674,U3007,instagram,cpc,mobile,United States,1,11,0,1721,0,0.0
2024-04-21,S102675,U1800,bing,none,mobile,Australia,1,14,0,560,0,0.0
2024-01-13,S102676,U6137,direct,organic,desktop,Canada,1,2,0,132,0,0.0
2024-05-16,S102677,U3779,email,email,mobile,India,1,11,0,1299,0,0.0
2024-06-12,S102678,U5920,facebook,email,desktop,Australia,1,12,0,626,0,0.0
2024-03-26,S102679,U1755,linkedin,organic,desktop,India,1,7,0,1372,1,225.69
2024-03-30,S102680,U7495,direct,organic,mobile,Australia,1,1,1,380,0,0.0
2024-02-27,S102681,U2995,instagram,email,desktop,Canada,1,12,1,263,1,144.6
2024-02-23,S102682,U6935,facebook,cpc,mobile,United States,1,4,0,1700,0,0.0
2024-01-12,S102683,U2321,email,organic,mobile,India,1,9,0,66,0,0.0
2024-01-14,S102684,U3330,direct,none,mobile,United States,1,8,0,1398,0,0.0
2024-04-30,S102685,U6705,email,none,desktop,Canada,1,11,0,1657,2,120.47
2024-06-10,S102686,U1109,email,cpc,desktop,India,1,14,0,321,0,0.0
2024-04-30,S102687,U2016,bing,referral,desktop,United Kingdom,1,13,0,46,1,181.26
2024-01-20,S102688,U7057,facebook,cpc,tablet,United Kingdom,1,8,0,119,0,0.0
2024-03-15,S102689,U7687,bing,email,desktop,United Kingdom,1,12,1,1401,0,0.0
2024-05-23,S102690,U6865,email,referral,desktop,Canada,1,3,0,706,0,0.0
2024-03-10,S102691,U4865,direct,email,mobile,United Kingdom,1,5,1,1006,0,0.0
2024-02-25,S102692,U1024,email,none,mobile,India,1,4,0,1497,0,0.0
2024-04-10,S102693,U5938,instagram,organic,mobile,United Kingdom,1,11,1,282,0,0.0
2024-05-11,S102694,U3838,email,email,tablet,India,1,12,0,846,0,0.0
2024-04-20,S102695,U1737,bing,none,desktop,Canada,1,8,0,1646,0,0.0
2024-05-04,S102696,U7200,facebook,cpc,desktop,United States,1,11,0,213,1,338.79
2024-05-11,S102697,U1179,direct,email,desktop,Australia,1,7,0,319,0,0.0
2024-01-20,S102698,U1231,bing,none,desktop,United Kingdom,1,14,0,790,0,0.0
2024-05-17,S102699,U2917,email,organic,mobile,Australia,1,7,1,1268,0,0.0
2024-01-24,S102700,U1342,instagram,email,desktop,United States,1,10,1,187,1,82.08
2024-06-02,S102701,U5572,linkedin,none,mobile,Canada,1,10,0,952,2,231.93
2024-02-06,S102702,U6918,instagram,email,desktop,Canada,1,7,0,720,0,0.0
2024-02-23,S102703,U3623,email,organic,desktop,United States,1,1,0,422,0,0.0
2024-04-12,S102704,U1454,instagram,email,mobile,Australia,1,13,1,1073,0,0.0
2024-05-28,S102705,U6351,linkedin,email,desktop,United Kingdom,1,7,1,1524,0,0.0
2024-02-07,S102706,U5384,instagram,none,mobile,India,1,4,0,460,1,450.67
2024-06-22,S102707,U6332,linkedin,referral,tablet,Canada,1,12,0,1712,2,447.5
2024-01-04,S102708,U7401,email,email,mobile,United States,1,3,1,1026,0,0.0
2024-02-26,S102709,U5625,linkedin,referral,desktop,Australia,1,13,0,1034,1,285.62
2024-06-21,S102710,U7830,bing,cpc,mobile,United Kingdom,1,12,0,1121,0,0.0
2024-01-20,S102711,U3276,bing,email,desktop,Australia,1,13,0,1130,0,0.0
2024-01-17,S102712,U1595,linkedin,referral,mobile,United Kingdom,1,5,1,131,0,0.0
2024-04-28,S102713,U4874,direct,cpc,desktop,India,1,2,0,681,0,0.0
2024-03-11,S102714,U5530,facebook,none,desktop,India,1,8,1,922,0,0.0
2024-01-04,S102715,U5977,direct,email,tablet,United States,1,12,0,614,0,0.0
2024-01-14,S102716,U6877,linkedin,none,desktop,United States,1,12,0,236,0,0.0
2024-01-03,S102717,U5497,facebook,cpc,mobile,United Kingdom,1,9,0,242,0,0.0
2024-03-20,S102718,U3669,bing,none,desktop,United Kingdom,1,5,1,108,1,62.15
2024-02-24,S102719,U3135,facebook,none,mobile,United Kingdom,1,3,0,1166,0,0.0
2024-05-11,S102720,U7727,linkedin,organic,tablet,United Kingdom,1,10,0,162,0,0.0
2024-04-29,S102721,U4964,bing,cpc,desktop,India,1,7,0,1250,0,0.0
2024-01-24,S102722,U2565,facebook,none,mobile,United States,1,1,0,1078,0,0.0
2024-06-10,S102723,U1308,facebook,referral,mobile,United States,1,10,1,501,0,0.0
2024-06-06,S102724,U1342,direct,cpc,mobile,Canada,1,3,0,1666,0,0.0
2024-03-22,S102725,U1435,facebook,organic,desktop,United States,1,9,1,1596,0,0.0
2024-05-26,S102726,U1176,email,email,mobile,United States,1,2,1,319,0,0.0
2024-06-07,S102727,U1138,linkedin,none,desktop,Australia,1,11,0,1309,0,0.0
2024-02-29,S102728,U1193,google,referral,desktop,Australia,1,14,1,1259,0,0.0
2024-05-26,S102729,U4257,google,organic,desktop,Canada,1,9,0,1528,0,0.0
2024-02-18,S102730,U4235,google,cpc,mobile,United Kingdom,1,11,0,1036,0,0.0
2024-03-03,S102731,U6280,linkedin,none,mobile,Canada,1,1,0,1121,0,0.0
2024-04-19,S102732,U1942,google,organic,desktop,Canada,1,4,1,1268,0,0.0
2024-05-29,S102733,U5620,direct,organic,mobile,India,1,12,0,663,0,0.0
2024-05-31,S102734,U4879,linkedin,referral,mobile,United States,1,10,0,451,0,0.0
2024-04-18,S102735,U6720,email,email,desktop,India,1,13,1,587,0,0.0
2024-03-16,S102736,U4113,bing,email,mobile,United States,1,6,1,610,0,0.0
2024-01-30,S102737,U3962,email,email,desktop,Canada,1,13,0,568,0,0.0
2024-02-27,S102738,U7353,linkedin,cpc,desktop,United States,1,7,0,1736,0,0.0
2024-04-26,S102739,U5836,linkedin,organic,desktop,United Kingdom,1,3,0,491,0,0.0
2024-06-07,S102740,U5957,facebook,cpc,mobile,United Kingdom,1,9,0,1508,0,0.0
2024-04-09,S102741,U1953,facebook,organic,tablet,Canada,1,4,0,1035,0,0.0
2024-01-19,S102742,U2302,facebook,referral,desktop,Australia,1,5,0,330,0,0.0
2024-06-24,S102743,U6370,instagram,referral,desktop,United Kingdom,1,8,0,1341,2,130.2
2024-06-21,S102744,U4381,direct,cpc,desktop,Canada,1,12,1,1055,0,0.0
2024-04-03,S102745,U6839,linkedin,cpc,mobile,India,1,14,0,1073,0,0.0
2024-04-22,S102746,U3880,email,referral,mobile,Australia,1,3,0,1530,0,0.0
2024-05-25,S102747,U3187,linkedin,none,tablet,United Kingdom,1,8,0,983,0,0.0
2024-03-03,S102748,U5887,facebook,email,mobile,Canada,1,14,0,1544,0,0.0
2024-04-25,S102749,U1545,linkedin,email,mobile,Canada,1,14,0,1015,0,0.0
2024-04-22,S102750,U6940,bing,referral,desktop,India,1,11,0,835,0,0.0
2024-02-16,S102751,U6112,linkedin,email,desktop,India,1,1,0,286,1,217.41
2024-02-26,S102752,U2927,email,none,mobile,Australia,1,8,0,482,1,69.39
2024-04-27,S102753,U6649,google,none,desktop,United Kingdom,1,14,0,467,0,0.0
2024-02-14,S102754,U5152,bing,organic,desktop,Canada,1,13,0,427,1,101.04
2024-06-09,S102755,U7255,bing,cpc,desktop,Australia,1,11,0,1206,0,0.0
2024-05-24,S102756,U1004,linkedin,email,desktop,Australia,1,11,0,678,0,0.0
2024-01-04,S102757,U4481,instagram,none,mobile,India,1,12,0,251,0,0.0
2024-05-27,S102758,U6533,facebook,cpc,mobile,Canada,1,10,0,1776,0,0.0
2024-02-16,S102759,U4253,direct,cpc,desktop,United States,1,8,1,1754,0,0.0
2024-05-22,S102760,U2362,direct,organic,mobile,India,1,6,0,1489,0,0.0
2024-02-16,S102761,U2820,google,cpc,desktop,Canada,1,5,1,1797,0,0.0
2024-03-18,S102762,U6378,direct,cpc,mobile,Australia,1,9,1,165,0,0.0
2024-05-03,S102763,U7233,direct,referral,desktop,Australia,1,6,1,1581,0,0.0
2024-03-15,S102764,U3663,facebook,organic,mobile,United Kingdom,1,1,0,655,1,275.44
2024-04-12,S102765,U3938,facebook,organic,mobile,United States,1,12,1,805,1,637.05
2024-05-16,S102766,U7841,instagram,email,mobile,India,1,6,1,1332,0,0.0
2024-03-30,S102767,U2273,email,cpc,mobile,United Kingdom,1,1,0,614,0,0.0
2024-05-23,S102768,U4326,google,email,mobile,United Kingdom,1,6,0,1789,0,0.0
2024-03-09,S102769,U4659,direct,none,desktop,United States,1,3,1,514,0,0.0
2024-03-01,S102770,U3945,instagram,cpc,mobile,India,1,6,0,1599,1,279.16
2024-05-17,S102771,U4018,google,none,desktop,India,1,13,0,1298,0,0.0
2024-02-19,S102772,U2131,bing,referral,desktop,Australia,1,6,1,1071,0,0.0
2024-01-03,S102773,U5763,direct,cpc,desktop,India,1,1,0,906,0,0.0
2024-04-16,S102774,U7737,direct,email,mobile,United Kingdom,1,13,0,1609,0,0.0
2024-04-22,S102775,U3636,facebook,email,desktop,Australia,1,9,0,1196,0,0.0
2024-04-03,S102776,U7628,linkedin,cpc,desktop,India,1,8,0,530,0,0.0
2024-04-27,S102777,U4029,google,email,tablet,United States,1,2,1,1580,0,0.0
2024-03-21,S102778,U4019,direct,cpc,mobile,United Kingdom,1,2,0,122,0,0.0
2024-04-18,S102779,U6377,google,organic,desktop,Canada,1,5,1,1436,0,0.0
2024-02-20,S102780,U7782,email,email,mobile,United States,1,10,0,308,0,0.0
2024-05-26,S102781,U6092,instagram,cpc,desktop,United States,1,2,0,1780,0,0.0
2024-06-18,S102782,U7022,instagram,cpc,mobile,India,1,11,0,1502,0,0.0
2024-02-04,S102783,U5377,linkedin,email,mobile,Australia,1,1,0,1011,0,0.0
2024-02-15,S102784,U4159,direct,organic,desktop,Australia,1,2,1,1636,0,0.0
2024-06-02,S102785,U6323,email,email,mobile,United Kingdom,1,5,0,650,0,0.0
2024-03-09,S102786,U7159,facebook,cpc,desktop,India,1,11,1,1341,0,0.0
2024-04-02,S102787,U6031,direct,organic,desktop,Australia,1,10,0,505,0,0.0
2024-03-04,S102788,U1253,google,none,mobile,Canada,1,14,0,911,0,0.0
2024-06-13,S102789,U6307,bing,referral,desktop,India,1,7,0,701,0,0.0
2024-02-18,S102790,U1328,instagram,email,tablet,India,1,5,1,830,1,50.37
2024-05-28,S102791,U3591,google,cpc,desktop,Australia,1,1,0,200,1,345.33
2024-03-14,S102792,U3830,linkedin,organic,desktop,United States,1,7,0,1578,1,82.08
2024-01-05,S102793,U4044,instagram,organic,mobile,India,1,6,0,401,1,193.48
2024-04-09,S102794,U2420,facebook,none,desktop,United States,1,7,0,761,0,0.0
2024-03-10,S102795,U6636,instagram,email,desktop,United Kingdom,1,2,0,1446,1,92.44
2024-03-30,S102796,U4401,bing,organic,desktop,United Kingdom,1,5,0,214,0,0.0
2024-01-04,S102797,U3892,email,none,tablet,Australia,1,14,1,1563,0,0.0
2024-05-05,S102798,U6288,direct,cpc,desktop,United Kingdom,1,8,0,1485,0,0.0
2024-02-08,S102799,U6812,bing,none,desktop,Australia,1,13,0,968,0,0.0
2024-06-11,S102800,U7509,email,email,desktop,Australia,1,12,0,864,1,533.05
2024-05-08,S102801,U6297,bing,none,desktop,United States,1,7,0,238,0,0.0
2024-01-24,S102802,U1654,direct,organic,desktop,United States,1,6,0,1023,0,0.0
2024-02-26,S102803,U6481,instagram,organic,mobile,United Kingdom,1,13,1,829,0,0.0
2024-04-09,S102804,U1759,linkedin,referral,tablet,United States,1,6,1,1382,0,0.0
2024-03-10,S102805,U7782,direct,none,desktop,India,1,12,0,1414,1,441.09
2024-02-10,S102806,U2798,direct,cpc,desktop,Canada,1,1,0,1497,1,149.09
2024-06-22,S102807,U6159,email,email,tablet,India,1,1,1,1494,0,0.0
2024-02-29,S102808,U3971,facebook,referral,desktop,India,1,7,1,398,0,0.0
2024-04-17,S102809,U5511,instagram,none,desktop,Australia,1,3,0,1159,0,0.0
2024-02-26,S102810,U4426,direct,cpc,mobile,Canada,1,6,0,753,1,213.47
2024-01-31,S102811,U1254,linkedin,referral,mobile,Australia,1,12,1,1378,0,0.0
2024-03-24,S102812,U6262,google,organic,desktop,United States,1,5,0,1285,0,0.0
2024-05-31,S102813,U4823,instagram,email,desktop,United States,1,3,0,1034,0,0.0
2024-02-05,S102814,U2876,facebook,none,desktop,Canada,1,6,1,1778,0,0.0
2024-06-06,S102815,U3757,bing,cpc,desktop,United Kingdom,1,3,1,866,0,0.0
2024-05-31,S102816,U3624,direct,organic,mobile,United States,1,8,0,1761,1,464.4
2024-04-17,S102817,U5995,linkedin,referral,mobile,India,1,14,0,1302,0,0.0
2024-04-15,S102818,U7154,instagram,email,mobile,Canada,1,7,0,1370,1,145.27
2024-06-06,S102819,U5121,linkedin,referral,desktop,Canada,1,9,1,293,0,0.0
2024-03-26,S102820,U4004,linkedin,referral,desktop,United States,1,5,1,1782,0,0.0
2024-05-14,S102821,U5516,email,cpc,desktop,United States,1,12,1,1556,0,0.0
2024-06-11,S102822,U4734,bing,organic,mobile,Australia,1,1,0,1316,0,0.0
2024-01-14,S102823,U2244,facebook,none,mobile,Australia,1,11,0,711,0,0.0
2024-04-29,S102824,U6972,instagram,cpc,desktop,India,1,10,0,1469,0,0.0
2024-05-17,S102825,U7639,direct,email,desktop,Canada,1,11,0,942,0,0.0
2024-03-20,S102826,U6356,facebook,referral,mobile,United Kingdom,1,8,0,1721,0,0.0
2024-05-23,S102827,U7380,direct,email,desktop,United Kingdom,1,2,0,99,0,0.0
2024-04-15,S102828,U2008,google,cpc,desktop,Canada,1,6,0,1287,0,0.0
2024-03-10,S102829,U5314,linkedin,cpc,desktop,India,1,1,1,461,0,0.0
2024-02-13,S102830,U2510,google,none,desktop,Australia,1,6,0,1107,0,0.0
2024-03-13,S102831,U2959,email,referral,mobile,Australia,1,4,1,199,0,0.0
2024-02-14,S102832,U3508,linkedin,cpc,mobile,Australia,1,5,0,65,0,0.0
2024-04-16,S102833,U5758,bing,email,mobile,United Kingdom,1,10,1,288,0,0.0
2024-03-24,S102834,U3682,facebook,none,mobile,United Kingdom,1,7,0,280,1,87.51
2024-03-22,S102835,U1989,direct,email,tablet,India,1,13,0,42,0,0.0
2024-04-16,S102836,U5284,email,referral,desktop,United Kingdom,1,6,0,700,0,0.0
2024-01-21,S102837,U1254,bing,none,desktop,United States,1,1,0,570,0,0.0
2024-06-26,S102838,U5163,direct,none,desktop,United Kingdom,1,9,0,86,0,0.0
2024-06-09,S102839,U5711,facebook,none,desktop,Australia,1,6,1,1033,0,0.0
2024-01-07,S102840,U7479,instagram,organic,mobile,India,1,6,0,1214,0,0.0
2024-03-10,S102841,U7814,email,none,mobile,Canada,1,9,0,466,0,0.0
2024-05-06,S102842,U7964,google,email,mobile,Canada,1,12,0,807,1,198.58
2024-05-22,S102843,U5969,google,email,desktop,India,1,10,0,259,2,34.71
2024-06-08,S102844,U7443,direct,referral,desktop,United States,1,5,1,860,0,0.0
2024-05-27,S102845,U6721,direct,cpc,desktop,Canada,1,11,0,870,2,132.4
2024-05-22,S102846,U5452,direct,cpc,mobile,Australia,1,6,0,1246,0,0.0
2024-06-24,S102847,U1255,email,organic,desktop,Canada,1,6,1,649,0,0.0
2024-05-28,S102848,U2007,facebook,none,desktop,Canada,1,7,0,386,0,0.0
2024-06-18,S102849,U7496,instagram,organic,desktop,Australia,1,9,1,381,1,122.56
2024-06-02,S102850,U2755,google,referral,tablet,United Kingdom,1,5,0,894,1,312.24
2024-04-29,S102851,U3571,bing,referral,mobile,United States,1,5,0,1311,0,0.0
2024-05-07,S102852,U4908,linkedin,cpc,mobile,Australia,1,4,0,651,0,0.0
2024-05-21,S102853,U3997,email,referral,mobile,Australia,1,10,0,1695,1,506.47
2024-02-26,S102854,U3803,email,none,desktop,India,1,4,1,664,0,0.0
2024-06-13,S102855,U4765,facebook,email,desktop,United States,1,12,0,994,0,0.0
2024-02-27,S102856,U5379,google,referral,desktop,United Kingdom,1,8,0,657,0,0.0
2024-01-21,S102857,U4383,instagram,organic,mobile,Australia,1,13,0,1795,0,0.0
2024-03-22,S102858,U1098,facebook,none,mobile,United Kingdom,1,2,0,322,0,0.0
2024-03-09,S102859,U1196,bing,referral,desktop,Australia,1,10,1,1439,0,0.0
2024-05-10,S102860,U3529,google,referral,desktop,Australia,1,8,0,1798,0,0.0
2024-03-27,S102861,U1877,facebook,none,mobile,India,1,2,1,858,1,259.55
2024-06-13,S102862,U2868,google,referral,desktop,Canada,1,1,1,263,0,0.0
2024-02-18,S102863,U7758,google,email,mobile,United States,1,10,0,1349,0,0.0
2024-05-26,S102864,U3665,email,cpc,desktop,India,1,13,1,1756,1,285.6
2024-04-24,S102865,U2388,instagram,none,desktop,United Kingdom,1,9,0,566,1,290.23
2024-03-29,S102866,U3415,email,organic,desktop,Australia,1,11,0,1432,0,0.0
2024-03-25,S102867,U1569,linkedin,referral,mobile,Australia,1,8,0,1731,0,0.0
2024-05-07,S102868,U3637,instagram,cpc,desktop,United States,1,6,0,834,0,0.0
2024-05-19,S102869,U2065,google,organic,desktop,India,1,4,1,1263,0,0.0
2024-06-17,S102870,U1421,facebook,organic,mobile,India,1,2,0,568,1,163.78
2024-06-09,S102871,U3883,bing,email,desktop,United Kingdom,1,8,0,881,0,0.0
2024-06-26,S102872,U2204,instagram,cpc,desktop,India,1,3,0,207,0,0.0
2024-04-26,S102873,U1544,linkedin,none,mobile,India,1,10,0,585,0,0.0
2024-05-06,S102874,U5166,google,cpc,desktop,Canada,1,4,0,1125,1,111.74
2024-03-11,S102875,U4639,bing,cpc,desktop,United States,1,5,1,1561,0,0.0
2024-03-26,S102876,U2223,instagram,organic,tablet,India,1,13,0,1275,0,0.0
2024-02-02,S102877,U4172,email,email,mobile,United Kingdom,1,4,1,977,0,0.0
2024-03-21,S102878,U1767,email,email,mobile,Australia,1,11,1,852,0,0.0
2024-05-31,S102879,U7450,instagram,cpc,mobile,India,1,8,0,257,1,192.65
2024-03-01,S102880,U4657,instagram,cpc,desktop,India,1,9,0,1286,0,0.0
2024-03-01,S102881,U6802,instagram,referral,desktop,Australia,1,14,0,1321,0,0.0
2024-04-07,S102882,U7520,bing,organic,desktop,Canada,1,14,1,283,1,338.92
2024-01-28,S102883,U1654,email,none,tablet,United States,1,14,0,704,0,0.0
2024-02-12,S102884,U7821,facebook,none,desktop,Canada,1,1,0,35,0,0.0
2024-06-17,S102885,U3446,linkedin,email,desktop,United Kingdom,1,2,0,76,0,0.0
2024-06-15,S102886,U6892,linkedin,organic,mobile,India,1,12,0,1460,0,0.0
2024-03-26,S102887,U1220,google,email,mobile,Canada,1,4,0,912,0,0.0
2024-06-25,S102888,U4666,direct,none,tablet,United States,1,1,0,609,0,0.0
2024-01-17,S102889,U5277,facebook,cpc,mobile,United Kingdom,1,11,0,283,0,0.0
2024-04-07,S102890,U5402,email,organic,desktop,Canada,1,6,0,1502,0,0.0
2024-04-07,S102891,U3569,google,organic,mobile,India,1,12,0,88,0,0.0
2024-03-05,S102892,U6515,google,referral,desktop,United States,1,5,0,1446,0,0.0
2024-03-14,S102893,U2013,instagram,cpc,desktop,India,1,13,1,1684,0,0.0
2024-03-25,S102894,U3051,direct,cpc,mobile,India,1,7,0,1751,0,0.0
2024-01-05,S102895,U4985,email,email,mobile,United Kingdom,1,12,0,589,0,0.0
2024-01-02,S102896,U5943,direct,organic,mobile,United States,1,6,0,1044,1,294.24
2024-01-22,S102897,U5899,facebook,email,tablet,Australia,1,14,0,1244,0,0.0
2024-04-21,S102898,U5310,direct,cpc,mobile,India,1,14,0,294,0,0.0
2024-02-26,S102899,U4019,google,referral,desktop,United States,1,3,0,1737,1,124.45
2024-03-06,S102900,U4681,direct,organic,mobile,India,1,5,1,1611,0,0.0
2024-03-14,S102901,U2443,direct,cpc,mobile,Canada,1,3,0,1196,0,0.0
2024-04-07,S102902,U5196,linkedin,referral,tablet,Canada,1,9,0,275,0,0.0
2024-05-23,S102903,U4010,email,none,desktop,United States,1,2,1,1269,0,0.0
2024-04-21,S102904,U1572,email,cpc,desktop,United Kingdom,1,6,0,466,1,464.1
2024-06-27,S102905,U2332,google,none,mobile,Australia,1,9,0,717,0,0.0
2024-05-04,S102906,U5753,bing,email,desktop,Canada,1,10,0,505,0,0.0
2024-06-15,S102907,U5002,direct,none,mobile,United Kingdom,1,7,1,1437,0,0.0
2024-03-26,S102908,U6629,direct,cpc,desktop,Australia,1,5,0,967,1,197.67
2024-03-16,S102909,U4134,instagram,none,desktop,Canada,1,2,0,907,0,0.0
2024-03-28,S102910,U6752,email,organic,mobile,Australia,1,2,0,686,0,0.0
2024-06-16,S102911,U5086,direct,cpc,desktop,India,1,4,1,576,1,132.89
2024-02-07,S102912,U1225,email,referral,mobile,United States,1,10,1,444,0,0.0
2024-02-28,S102913,U5200,direct,none,desktop,Canada,1,12,0,1185,0,0.0
2024-05-17,S102914,U2997,linkedin,organic,desktop,Canada,1,2,0,427,1,122.83
2024-04-08,S102915,U1771,google,email,desktop,India,1,12,0,1560,0,0.0
2024-03-03,S102916,U5524,email,email,mobile,Canada,1,13,0,1206,0,0.0
2024-02-18,S102917,U1433,facebook,none,desktop,Canada,1,13,1,1613,0,0.0
2024-02-01,S102918,U6326,google,email,mobile,Canada,1,8,0,197,0,0.0
2024-05-14,S102919,U4099,instagram,referral,mobile,Canada,1,10,0,1743,0,0.0
2024-01-21,S102920,U3729,google,cpc,mobile,Canada,1,7,0,1660,0,0.0
2024-01-20,S102921,U4407,direct,organic,mobile,United Kingdom,1,7,0,832,0,0.0
2024-06-02,S102922,U7731,instagram,none,desktop,Canada,1,3,0,259,0,0.0
2024-05-06,S102923,U4140,google,email,desktop,India,1,7,1,732,0,0.0
2024-03-08,S102924,U1865,instagram,cpc,mobile,Canada,1,8,0,1457,0,0.0
2024-04-19,S102925,U3793,facebook,referral,desktop,Australia,1,5,0,173,1,73.22
2024-04-25,S102926,U3911,google,email,mobile,Australia,1,1,0,1729,0,0.0
2024-05-22,S102927,U3415,email,email,mobile,India,1,1,0,1584,1,2.87
2024-04-29,S102928,U1250,email,organic,desktop,United Kingdom,1,12,0,97,0,0.0
2024-03-19,S102929,U5951,bing,referral,mobile,India,1,11,0,1047,0,0.0
2024-04-25,S102930,U4757,direct,referral,mobile,United Kingdom,1,14,0,127,0,0.0
2024-04-01,S102931,U6289,instagram,none,desktop,United States,1,4,0,36,1,143.74
2024-01-14,S102932,U5656,bing,organic,mobile,Australia,1,2,0,844,0,0.0
2024-06-03,S102933,U6565,bing,none,desktop,Australia,1,7,0,206,0,0.0
2024-05-04,S102934,U7437,linkedin,organic,desktop,Australia,1,13,1,1259,0,0.0
2024-06-16,S102935,U1918,instagram,referral,mobile,United Kingdom,1,3,0,328,0,0.0
2024-02-27,S102936,U2173,bing,organic,mobile,India,1,12,1,258,1,332.49
2024-01-28,S102937,U4203,linkedin,organic,mobile,United Kingdom,1,4,0,925,0,0.0
2024-01-26,S102938,U1432,bing,organic,mobile,Australia,1,9,0,660,0,0.0
2024-04-22,S102939,U7202,direct,cpc,mobile,Australia,1,2,1,299,1,139.78
2024-03-06,S102940,U6064,facebook,cpc,mobile,Australia,1,12,0,110,1,9.82
2024-06-01,S102941,U1835,linkedin,referral,mobile,Australia,1,8,0,1725,0,0.0
2024-05-10,S102942,U3246,facebook,organic,mobile,United States,1,1,0,1241,0,0.0
2024-02-13,S102943,U3262,instagram,referral,mobile,Australia,1,3,1,1753,0,0.0
2024-04-06,S102944,U1897,direct,cpc,tablet,United Kingdom,1,4,0,849,0,0.0
2024-02-11,S102945,U4632,linkedin,organic,mobile,Australia,1,14,0,530,0,0.0
2024-01-06,S102946,U5567,instagram,none,mobile,Canada,1,6,0,735,0,0.0
2024-06-15,S102947,U4815,bing,cpc,desktop,United States,1,1,1,1540,2,433.4
2024-06-28,S102948,U1246,email,cpc,mobile,Australia,1,14,0,1541,0,0.0
2024-01-23,S102949,U3429,google,cpc,mobile,Canada,1,8,0,1019,0,0.0
2024-03-29,S102950,U1990,instagram,organic,mobile,United Kingdom,1,2,0,1531,1,246.56
2024-05-02,S102951,U4310,facebook,email,desktop,United States,1,5,1,732,0,0.0
2024-06-26,S102952,U1926,direct,none,mobile,Australia,1,6,0,1342,0,0.0
2024-06-19,S102953,U4438,direct,none,desktop,United Kingdom,1,8,0,135,0,0.0
2024-05-26,S102954,U6287,instagram,referral,desktop,Canada,1,3,1,670,0,0.0
2024-02-20,S102955,U3607,bing,organic,mobile,United States,1,12,0,638,1,171.27
2024-01-11,S102956,U2074,google,cpc,mobile,Australia,1,9,0,1025,0,0.0
2024-01-12,S102957,U6930,facebook,email,desktop,United Kingdom,1,12,1,1038,0,0.0
2024-03-14,S102958,U5022,instagram,organic,mobile,United States,1,5,1,1629,0,0.0
2024-01-08,S102959,U4799,instagram,organic,desktop,Canada,1,8,0,1693,0,0.0
2024-05-31,S102960,U5784,email,email,desktop,Australia,1,4,0,1276,0,0.0
2024-02-10,S102961,U7523,direct,cpc,desktop,United States,1,12,0,411,0,0.0
2024-06-12,S102962,U7617,facebook,organic,mobile,Canada,1,9,1,867,0,0.0
2024-03-25,S102963,U4151,google,none,desktop,Canada,1,8,1,133,0,0.0
2024-03-12,S102964,U7840,direct,none,desktop,United Kingdom,1,5,0,693,0,0.0
2024-02-24,S102965,U4438,instagram,email,mobile,Canada,1,3,0,1167,0,0.0
2024-05-16,S102966,U6580,direct,cpc,desktop,Canada,1,1,1,1561,0,0.0
2024-02-16,S102967,U6055,direct,email,mobile,India,1,5,0,1108,0,0.0
2024-05-22,S102968,U5573,linkedin,organic,mobile,Canada,1,5,0,150,0,0.0
2024-06-24,S102969,U4491,direct,none,mobile,Australia,1,4,0,1270,0,0.0
2024-04-13,S102970,U1706,bing,referral,desktop,United States,1,10,0,1688,0,0.0
2024-02-11,S102971,U7997,direct,email,desktop,Australia,1,10,1,1056,1,255.3
2024-02-29,S102972,U6233,bing,referral,mobile,Australia,1,8,1,1145,0,0.0
2024-01-12,S102973,U4064,facebook,referral,desktop,United Kingdom,1,3,0,436,0,0.0
2024-05-09,S102974,U1753,direct,none,desktop,India,1,12,0,705,1,420.27
